Id,Label,timeset,d0,indegree,outdegree,Degree
West Bank,West Bank,,0,2,0,2
Constitution Of Bolivia,Constitution Of Bolivia,,0,3,0,3
Estrela Do Sul,Estrela Do Sul,,0,4,0,4
Lamarão,Lamarão,,0,4,0,4
Riachão Das Neves,Riachão Das Neves,,0,4,0,4
Vinícius De Moraes,Vinícius De Moraes,,0,2,0,2
"Santa Rita, Maranhão","Santa Rita, Maranhão",,0,3,0,3
Giant Anteater,Giant Anteater,,0,2,0,2
Gérard De Nerval,Gérard De Nerval,,0,4,0,4
Catedral De Petrópolis,Catedral De Petrópolis,,0,2,0,2
Mahogany,Mahogany,,0,5,0,5
Baniwa Of Içana,Baniwa Of Içana,,0,6,66,72
Espera Feliz,Espera Feliz,,0,4,0,4
Novo Barreiro,Novo Barreiro,,0,3,0,3
Port Of Spain,Port Of Spain,,0,2,0,2
Primavera De Rondônia,Primavera De Rondônia,,0,2,0,2
Emigration,Emigration,,0,3,0,3
Rodrigo Patto Sá Motta,Rodrigo Patto Sá Motta,,0,2,0,2
Moldova,Moldova,,0,3,0,3
Walter Carvalho,Walter Carvalho,,0,17,0,17
Iso 128,Iso 128,,0,2,0,2
Luis Arce,Luis Arce,,0,2,0,2
"São Francisco De Paula, Rio Grande Do Sul","São Francisco De Paula, Rio Grande Do Sul",,0,4,0,4
Itaúna,Itaúna,,0,4,0,4
Francis Turbine,Francis Turbine,,0,3,0,3
Count Francesco Matarazzo,Count Francesco Matarazzo,,0,4,0,4
Largo Da Batata,Largo Da Batata,,0,5,0,5
Senate Of Spain,Senate Of Spain,,0,2,0,2
Agência Pública,Agência Pública,,0,2,0,2
"Antônio Carlos, Minas Gerais","Antônio Carlos, Minas Gerais",,0,4,0,4
Aral Sea,Aral Sea,,0,3,0,3
Fernand Braudel,Fernand Braudel,,0,3,0,3
Roman Catholic Diocese Of Juína,Roman Catholic Diocese Of Juína,,0,2,0,2
Slope,Slope,,0,3,0,3
Madí Language,Madí Language,,0,6,0,6
Kelmon Souza,Kelmon Souza,,0,2,0,2
Regional Electoral Court Of Alagoas,Regional Electoral Court Of Alagoas,,0,2,0,2
Maceió Urban Rail,Maceió Urban Rail,,0,8,0,8
Mandu (Food),Mandu (Food),,0,2,0,2
Beto Brant,Beto Brant,,0,2,0,2
Iguatama,Iguatama,,0,4,0,4
Etsi,Etsi,,0,2,0,2
Alexandre Gemignani,Alexandre Gemignani,,0,2,0,2
Redentora,Redentora,,0,3,0,3
Indigenous People Of Brazil,Indigenous People Of Brazil,,0,2,0,2
Roman Catholic Diocese Of Bom Jesus Do Gurguéia,Roman Catholic Diocese Of Bom Jesus Do Gurguéia,,0,2,0,2
Rowing (Sport),Rowing (Sport),,0,4,0,4
Santa Maria De Itabira,Santa Maria De Itabira,,0,4,0,4
Short-Eared Dog,Short-Eared Dog,,0,2,0,2
Royal Malaysia Police,Royal Malaysia Police,,0,2,0,2
Roman Catholic Diocese Of Livramento De Nossa Senhora,Roman Catholic Diocese Of Livramento De Nossa Senhora,,0,2,0,2
Russian Aerospace Defence Forces,Russian Aerospace Defence Forces,,0,2,0,2
Betânia Do Piauí,Betânia Do Piauí,,0,2,0,2
Bulgarians In South America,Bulgarians In South America,,0,3,0,3
Ingá Stone,Ingá Stone,,0,2,0,2
Nelson Pereira Dos Santos,Nelson Pereira Dos Santos,,0,36,1120,1156
General Department Of Residency (Kuwait),General Department Of Residency (Kuwait),,0,2,0,2
Brazil Men'S National Handball Team,Brazil Men'S National Handball Team,,0,5,0,5
"Rio Tinto, Paraíba","Rio Tinto, Paraíba",,0,2,0,2
"John, Hereditary Prince Of Portugal (1451)","John, Hereditary Prince Of Portugal (1451)",,0,2,0,2
Maricá,Maricá,,0,2,0,2
Nuegado,Nuegado,,0,2,0,2
Globalization,Globalization,,0,2,0,2
Religion In Chile,Religion In Chile,,0,2,0,2
Afonsos Air Force Base,Afonsos Air Force Base,,0,3,0,3
The Huffington Post,The Huffington Post,,0,2,0,2
Department Of Migration (Georgia),Department Of Migration (Georgia),,0,2,0,2
Rio De Janeiro State,Rio De Janeiro State,,0,11,380,391
Anglo-Spanish War (1585–1604),Anglo-Spanish War (1585–1604),,0,2,0,2
Luis Carlos Martins Pena,Luis Carlos Martins Pena,,0,5,310,315
Iso 5,Iso 5,,0,2,0,2
Revolt Of The Sergeants,Revolt Of The Sergeants,,0,2,0,2
Mazhilis,Mazhilis,,0,2,0,2
Amahuaca,Amahuaca,,0,3,0,3
Dubai Metro,Dubai Metro,,0,2,0,2
Criticism Of Monarchy,Criticism Of Monarchy,,0,2,0,2
Duratex,Duratex,,0,2,0,2
Apartment,Apartment,,0,2,0,2
Unidade Real De Valor,Unidade Real De Valor,,0,3,0,3
1914 Brazilian Presidential Election,1914 Brazilian Presidential Election,,0,9,0,9
"Irati, Santa Catarina","Irati, Santa Catarina",,0,2,0,2
Bidu Sayão,Bidu Sayão,,0,2,0,2
Ecclesiastical Province,Ecclesiastical Province,,0,4,0,4
Dobrujan Germans,Dobrujan Germans,,0,2,0,2
River Delta,River Delta,,0,4,0,4
Argentine Federal Police,Argentine Federal Police,,0,2,0,2
Battle Of Espinosa De Los Monteros,Battle Of Espinosa De Los Monteros,,0,2,0,2
Militärischer Abschirmdienst,Militärischer Abschirmdienst,,0,2,0,2
Hark Olufs,Hark Olufs,,0,2,0,2
Graça Machel,Graça Machel,,0,2,0,2
Marlene Dietrich,Marlene Dietrich,,0,3,0,3
"Atalaia, Alagoas","Atalaia, Alagoas",,0,2,0,2
Fiber Optics,Fiber Optics,,0,2,0,2
Tacacá,Tacacá,,0,3,0,3
William I Of The Netherlands,William I Of The Netherlands,,0,3,0,3
Legislative Assembly Of Piauí,Legislative Assembly Of Piauí,,0,6,0,6
Euronews,Euronews,,0,2,0,2
Kyrgyz National Security Service,Kyrgyz National Security Service,,0,2,0,2
São Félix De Minas,São Félix De Minas,,0,4,0,4
Mandu-Guk,Mandu-Guk,,0,2,0,2
Dalva Lazaroni,Dalva Lazaroni,,0,16,0,16
Viscount Of Majé,Viscount Of Majé,,0,2,0,2
Álvar Núñez Cabeza De Vaca,Álvar Núñez Cabeza De Vaca,,0,4,0,4
Israel Tax Authority,Israel Tax Authority,,0,2,0,2
Brazil–Greece Relations,Brazil–Greece Relations,,0,6,0,6
Nigeria Immigration Service,Nigeria Immigration Service,,0,2,0,2
Results Of The 2017 Rio Carnival,Results Of The 2017 Rio Carnival,,0,2,0,2
Editing,Editing,,0,2,0,2
Alcântara Launch Center,Alcântara Launch Center,,0,8,69,77
West Iberian Languages,West Iberian Languages,,0,2,0,2
Catholic Church In Kyrgyzstan,Catholic Church In Kyrgyzstan,,0,2,0,2
Sanitary Sewer,Sanitary Sewer,,0,3,0,3
Black Caiman,Black Caiman,,0,3,0,3
Slavery In India,Slavery In India,,0,4,0,4
Political Corruption,Political Corruption,,0,2,0,2
Novo São Joaquim,Novo São Joaquim,,0,2,0,2
Candeias Do Jamari,Candeias Do Jamari,,0,2,0,2
Ketleyn Quadros,Ketleyn Quadros,,0,2,0,2
Whale Meat,Whale Meat,,0,2,0,2
Serra Talhada,Serra Talhada,,0,2,0,2
"Santa Lúcia, São Paulo","Santa Lúcia, São Paulo",,0,2,0,2
Catholic Church In Mali,Catholic Church In Mali,,0,2,0,2
Land Rover Defender,Land Rover Defender,,0,3,0,3
Alecrim,Alecrim,,0,3,0,3
Cuparaque,Cuparaque,,0,4,0,4
Paiter,Paiter,,0,3,0,3
Extremaduran Language,Extremaduran Language,,0,3,0,3
Botuporã,Botuporã,,0,4,0,4
Campos De Carvalho,Campos De Carvalho,,0,16,0,16
Subdivisions Of The Bahamas,Subdivisions Of The Bahamas,,0,2,0,2
Koreans,Koreans,,0,2,0,2
Grass,Grass,,0,2,0,2
Fernanda Torres,Fernanda Torres,,0,3,0,3
Catholic Church In Angola,Catholic Church In Angola,,0,2,0,2
World War I In Popular Culture,World War I In Popular Culture,,0,2,0,2
Mitsubishi L200,Mitsubishi L200,,0,2,0,2
Historical Jewish Population Comparisons,Historical Jewish Population Comparisons,,0,2,0,2
Ukrainian Cuisine,Ukrainian Cuisine,,0,2,0,2
Laksa,Laksa,,0,2,0,2
Mesópolis,Mesópolis,,0,2,0,2
Epidemic,Epidemic,,0,3,0,3
Committee On Space Research,Committee On Space Research,,0,2,0,2
Kayapo,Kayapo,,0,5,0,5
Duartina,Duartina,,0,2,0,2
Circuit Switching,Circuit Switching,,0,2,0,2
Royal Navy,Royal Navy,,0,11,0,11
Dialects Of Spanish,Dialects Of Spanish,,0,2,0,2
Jumirim,Jumirim,,0,2,0,2
French Corsairs,French Corsairs,,0,2,0,2
Mass Surveillance In China,Mass Surveillance In China,,0,2,0,2
American Geographical Society,American Geographical Society,,0,2,0,2
Escola Bahiana De Medicina E Saúde Pública,Escola Bahiana De Medicina E Saúde Pública,,0,3,0,3
"Eldorado, São Paulo","Eldorado, São Paulo",,0,3,0,3
Paulista Republican Party,Paulista Republican Party,,0,5,0,5
Oceania,Oceania,,0,2,0,2
German Ivorians,German Ivorians,,0,2,0,2
Sojourner Truth,Sojourner Truth,,0,2,0,2
Catholic Church In Senegal,Catholic Church In Senegal,,0,2,0,2
Enawene Nawe People,Enawene Nawe People,,0,4,0,4
Puelche Language,Puelche Language,,0,2,0,2
Brás,Brás,,0,2,0,2
"Quilombo, Santa Catarina","Quilombo, Santa Catarina",,0,2,0,2
Institutional Act Number Five,Institutional Act Number Five,,0,6,0,6
The Lyre Of Delight,The Lyre Of Delight,,0,4,0,4
United States In World War I,United States In World War I,,0,2,0,2
Chief Of Staff Of The Presidency (Brazil),Chief Of Staff Of The Presidency (Brazil),,0,5,0,5
Midwest,Midwest,,0,2,0,2
National Symbol,National Symbol,,0,6,0,6
Department Of Police Immigration Of General Security Police Department (Laos),Department Of Police Immigration Of General Security Police Department (Laos),,0,2,0,2
Global 200,Global 200,,0,2,0,2
Santo Antônio Do Itambé,Santo Antônio Do Itambé,,0,4,0,4
Luís Domingues,Luís Domingues,,0,3,0,3
Kulina People,Kulina People,,0,3,0,3
Malawian Cuisine,Malawian Cuisine,,0,2,0,2
Economic System,Economic System,,0,2,0,2
The Great Mystical Circus (Film),The Great Mystical Circus (Film),,0,4,0,4
Brasília Hip Hop,Brasília Hip Hop,,0,5,0,5
Geography Of Brazil,Geography Of Brazil,,0,169,270,439
Medium-Altitude Long-Endurance Unmanned Aerial Vehicle,Medium-Altitude Long-Endurance Unmanned Aerial Vehicle,,0,2,0,2
Viaduto Do Chá,Viaduto Do Chá,,0,5,0,5
Above Sea Level,Above Sea Level,,0,2,0,2
Carinhanha,Carinhanha,,0,4,0,4
Battle Of Tolentino,Battle Of Tolentino,,0,2,0,2
South-West Africa Campaign,South-West Africa Campaign,,0,2,0,2
Apostates,Apostates,,0,2,0,2
Herbs De Majorca,Herbs De Majorca,,0,2,0,2
Barra D'Alcântara,Barra D'Alcântara,,0,2,0,2
History Of Rio De Janeiro,History Of Rio De Janeiro,,0,2,0,2
Republicans (Brazil),Republicans (Brazil),,0,27,0,27
World Trade Organization,World Trade Organization,,0,13,0,13
Dias Gomes,Dias Gomes,,0,19,0,19
Battle Of Chashniki,Battle Of Chashniki,,0,2,0,2
"Thomas Cochrane, 10Th Earl Of Dundonald","Thomas Cochrane, 10Th Earl Of Dundonald",,0,10,0,10
German Diaspora,German Diaspora,,0,2,0,2
Public Security (Czechoslovakia),Public Security (Czechoslovakia),,0,2,0,2
Amaturá,Amaturá,,0,2,0,2
Juarez Távora (General),Juarez Távora (General),,0,2,0,2
Rotator Cuff,Rotator Cuff,,0,2,0,2
"Cláudio, Minas Gerais","Cláudio, Minas Gerais",,0,4,0,4
Religious Studies,Religious Studies,,0,2,0,2
Jackie Robinson,Jackie Robinson,,0,2,0,2
Fernando Prestes,Fernando Prestes,,0,2,0,2
"Caiçara, Paraíba","Caiçara, Paraíba",,0,2,0,2
Minas Tênis Clube,Minas Tênis Clube,,0,2,0,2
The Holocaust,The Holocaust,,0,4,0,4
Dorival Caymmi,Dorival Caymmi,,0,22,0,22
Germany National Football Team,Germany National Football Team,,0,3,0,3
Balé Popular Do Recife,Balé Popular Do Recife,,0,16,0,16
Viscount Of Ouro Preto,Viscount Of Ouro Preto,,0,3,0,3
Immediate Geographic Region Of Januária,Immediate Geographic Region Of Januária,,0,4,0,4
Pashto Literature And Poetry,Pashto Literature And Poetry,,0,2,0,2
John Logie Baird,John Logie Baird,,0,2,0,2
Health Care In Brazil,Health Care In Brazil,,0,2,0,2
São Cristóvão Do Sul,São Cristóvão Do Sul,,0,2,0,2
Sikorsky Uh-60 Black Hawk,Sikorsky Uh-60 Black Hawk,,0,3,0,3
Carlos Reutemann,Carlos Reutemann,,0,2,0,2
Linhares,Linhares,,0,4,0,4
1972 Honduran Coup D'État,1972 Honduran Coup D'État,,0,2,0,2
Satversmes Aizsardzības Birojs,Satversmes Aizsardzības Birojs,,0,2,0,2
Immediate Geographic Region Of São Lourenço,Immediate Geographic Region Of São Lourenço,,0,4,0,4
Style (Manner Of Address),Style (Manner Of Address),,0,6,0,6
Manuel De Cerqueira Daltro Filho,Manuel De Cerqueira Daltro Filho,,0,2,0,2
Sepetiba,Sepetiba,,0,3,0,3
Conference Of Dresden (1812),Conference Of Dresden (1812),,0,2,0,2
Ipueira,Ipueira,,0,2,0,2
Sgdc-2,Sgdc-2,,0,3,0,3
Geo-Informatics And Space Technology Development Agency,Geo-Informatics And Space Technology Development Agency,,0,2,0,2
Maria Do Carmo Alves,Maria Do Carmo Alves,,0,13,0,13
Slavery In Colonial Spanish America,Slavery In Colonial Spanish America,,0,4,0,4
Cristina Fernández De Kirchner,Cristina Fernández De Kirchner,,0,4,0,4
1889 In Brazil,1889 In Brazil,,0,2,0,2
"Ferdinand, Count Of Flanders","Ferdinand, Count Of Flanders",,0,2,0,2
Centre National De La Recherche Scientifique,Centre National De La Recherche Scientifique,,0,2,0,2
"Buritis, Rondônia","Buritis, Rondônia",,0,2,0,2
Queiroz Galvão,Queiroz Galvão,,0,8,0,8
Reginaldo Faria,Reginaldo Faria,,0,3,0,3
Language Shift,Language Shift,,0,3,0,3
Coloane,Coloane,,0,6,0,6
Immediate Geographic Region Of Curvelo,Immediate Geographic Region Of Curvelo,,0,4,0,4
Asturias,Asturias,,0,2,0,2
Mercantile,Mercantile,,0,3,0,3
Russian Space Forces,Russian Space Forces,,0,2,0,2
Tabatinga,Tabatinga,,0,5,0,5
Permanent Representatives' Committee Of The African Union,Permanent Representatives' Committee Of The African Union,,0,2,0,2
"Lagoa, Paraíba","Lagoa, Paraíba",,0,2,0,2
Chaco Linguistic Area,Chaco Linguistic Area,,0,2,0,2
Mobile Border Control Company,Mobile Border Control Company,,0,2,0,2
Iso 3166-1 Alpha-2,Iso 3166-1 Alpha-2,,0,3,0,3
Eletronorte,Eletronorte,,0,2,0,2
Ouzo,Ouzo,,0,3,0,3
Bahia Incident,Bahia Incident,,0,3,0,3
Portuguese Cuisine,Portuguese Cuisine,,0,4,0,4
Siege Of Salvador (1822–1823),Siege Of Salvador (1822–1823),,0,2,0,2
Bom Jesus Do Amparo,Bom Jesus Do Amparo,,0,4,0,4
Immediate Geographic Region Of Aimorés-Resplendor,Immediate Geographic Region Of Aimorés-Resplendor,,0,4,0,4
Nevryo,Nevryo,,0,2,0,2
1991 Brazilian Grand Prix,1991 Brazilian Grand Prix,,0,2,0,2
Iaras,Iaras,,0,2,0,2
Divisa Alegre,Divisa Alegre,,0,4,0,4
Odete Lara,Odete Lara,,0,16,0,16
São José Do Jacuípe,São José Do Jacuípe,,0,4,0,4
Engenheiros Do Hawaii,Engenheiros Do Hawaii,,0,2,0,2
Interpol,Interpol,,0,3,0,3
Foshan,Foshan,,0,3,0,3
Manaus,Manaus,,0,68,0,68
Embezzlement,Embezzlement,,0,2,0,2
Lajeado Grande,Lajeado Grande,,0,2,0,2
Plebiscite,Plebiscite,,0,2,0,2
Italians Of Ethiopia,Italians Of Ethiopia,,0,2,0,2
Religion In South Korea,Religion In South Korea,,0,2,0,2
Armenian–Azerbaijani War (1918–1920),Armenian–Azerbaijani War (1918–1920),,0,2,0,2
German Texan,German Texan,,0,2,0,2
National Center For Biotechnology Information,National Center For Biotechnology Information,,0,4,0,4
"Barracoon: The Story Of The Last ""Black Cargo""","Barracoon: The Story Of The Last ""Black Cargo""",,0,2,0,2
Lgbt History In Brazil,Lgbt History In Brazil,,0,20,0,20
The Guarani,The Guarani,,0,8,0,8
Cumaru,Cumaru,,0,2,0,2
Asian Americans,Asian Americans,,0,2,0,2
United States–Mexico–Canada Agreement,United States–Mexico–Canada Agreement,,0,2,0,2
Raul Soares,Raul Soares,,0,4,0,4
German Submarine U-513,German Submarine U-513,,0,2,0,2
Ribeirão Pires,Ribeirão Pires,,0,3,0,3
Great Lakes Region,Great Lakes Region,,0,2,0,2
Campo De Santana (Park),Campo De Santana (Park),,0,4,0,4
Octávio Frias De Oliveira Bridge,Octávio Frias De Oliveira Bridge,,0,5,0,5
Directorate-General For Defence Industry And Space,Directorate-General For Defence Industry And Space,,0,2,0,2
"Mercês, Minas Gerais","Mercês, Minas Gerais",,0,4,0,4
Brazilian General Command For Aerospace Technology (Cta),Brazilian General Command For Aerospace Technology (Cta),,0,6,0,6
Marcelo Damy De Souza Santos,Marcelo Damy De Souza Santos,,0,2,0,2
Clairin,Clairin,,0,2,0,2
Pingo-D'Água,Pingo-D'Água,,0,4,0,4
The Guianas,The Guianas,,0,4,0,4
Battle Of The Gebora,Battle Of The Gebora,,0,2,0,2
Senate Of France,Senate Of France,,0,2,0,2
"Nísia Floresta, Rio Grande Do Norte","Nísia Floresta, Rio Grande Do Norte",,0,2,0,2
Ruy Barbosa,Ruy Barbosa,,0,8,0,8
Lithography,Lithography,,0,2,0,2
Cabeceira Grande,Cabeceira Grande,,0,4,0,4
Roman Catholic Diocese Of Blumenau,Roman Catholic Diocese Of Blumenau,,0,2,0,2
Ibero-America,Ibero-America,,0,2,0,2
Roman Catholic Diocese Of Ourinhos,Roman Catholic Diocese Of Ourinhos,,0,2,0,2
Hydra (Constellation),Hydra (Constellation),,0,2,0,2
Aníbal Freire Da Fonseca,Aníbal Freire Da Fonseca,,0,15,0,15
São Gonçalo Do Pará,São Gonçalo Do Pará,,0,4,0,4
Harem,Harem,,0,4,0,4
Namesake,Namesake,,0,9,0,9
Belém Do Brejo Do Cruz,Belém Do Brejo Do Cruz,,0,2,0,2
Bandeirantes Anthem,Bandeirantes Anthem,,0,2,0,2
Islisp,Islisp,,0,2,0,2
Mortadella Sandwich,Mortadella Sandwich,,0,2,0,2
Inihaw,Inihaw,,0,2,0,2
Mary (Mother Of Jesus),Mary (Mother Of Jesus),,0,3,0,3
1980S Oil Glut,1980S Oil Glut,,0,2,0,2
Parliament Of Rhodesia,Parliament Of Rhodesia,,0,2,0,2
"Novais, São Paulo","Novais, São Paulo",,0,2,0,2
Rodrigo Otávio,Rodrigo Otávio,,0,15,0,15
Rights,Rights,,0,2,0,2
Fábio Ostermann,Fábio Ostermann,,0,2,0,2
1972 Ecuadorean Coup D'État,1972 Ecuadorean Coup D'État,,0,2,0,2
Classics,Classics,,0,2,0,2
The Basilica Of The National Shrine Of Our Lady Of Aparecida,The Basilica Of The National Shrine Of Our Lady Of Aparecida,,0,4,0,4
Constâncio Alves,Constâncio Alves,,0,14,0,14
National Truth Commission,National Truth Commission,,0,6,0,6
Muisca Economy,Muisca Economy,,0,2,0,2
Antônio Pitanga,Antônio Pitanga,,0,16,0,16
Paulo César Saraceni,Paulo César Saraceni,,0,17,0,17
Francisco Franco,Francisco Franco,,0,2,0,2
Márcia Haydée,Márcia Haydée,,0,16,0,16
Portuguese Mozambicans,Portuguese Mozambicans,,0,2,0,2
Ghana Space Science And Technology Centre,Ghana Space Science And Technology Centre,,0,2,0,2
Noel Rosa,Noel Rosa,,0,21,0,21
National Forest (Brazil),National Forest (Brazil),,0,2,0,2
Chevrolet Equinox,Chevrolet Equinox,,0,2,0,2
Crisis In Venezuela,Crisis In Venezuela,,0,2,0,2
First Mexican Empire,First Mexican Empire,,0,2,0,2
Brigham Young University,Brigham Young University,,0,2,0,2
Fasole Cu Cârnați,Fasole Cu Cârnați,,0,2,0,2
Antonio García Gutiérrez,Antonio García Gutiérrez,,0,4,0,4
Ganzá,Ganzá,,0,2,0,2
Monetary Policy,Monetary Policy,,0,7,0,7
2020 In Brazil,2020 In Brazil,,0,2,0,2
Charles Iv Of Spain,Charles Iv Of Spain,,0,4,0,4
Roman Catholic Archdiocese Of Ribeirão Preto,Roman Catholic Archdiocese Of Ribeirão Preto,,0,2,0,2
Senate Of Chad,Senate Of Chad,,0,2,0,2
"Afonso, Prince Imperial Of Brazil","Afonso, Prince Imperial Of Brazil",,0,8,0,8
Ternate,Ternate,,0,7,0,7
Anavilhanas National Park,Anavilhanas National Park,,0,7,0,7
Campinas,Campinas,,0,44,36,80
Moscow Metropolitan Area,Moscow Metropolitan Area,,0,3,0,3
"Raphinha (Footballer, Born 1996)","Raphinha (Footballer, Born 1996)",,0,2,0,2
Cabinet Of Brazil,Cabinet Of Brazil,,0,36,0,36
"Riachão, Maranhão","Riachão, Maranhão",,0,3,0,3
Paulo Evaristo Arns,Paulo Evaristo Arns,,0,18,0,18
Botuverá,Botuverá,,0,2,0,2
Podemos (Brazil),Podemos (Brazil),,0,27,0,27
Rodolfo Amoedo,Rodolfo Amoedo,,0,6,0,6
Kingdom Of Rarotonga,Kingdom Of Rarotonga,,0,2,0,2
Natalândia,Natalândia,,0,4,0,4
Capoeira In Popular Culture,Capoeira In Popular Culture,,0,3,0,3
São José Do Cerrito,São José Do Cerrito,,0,2,0,2
Paulo Rocha (Brazilian Politician),Paulo Rocha (Brazilian Politician),,0,15,0,15
Guanabara State,Guanabara State,,0,4,0,4
Catholic Church In North Korea,Catholic Church In North Korea,,0,2,0,2
"Santa Terezinha, Pernambuco","Santa Terezinha, Pernambuco",,0,2,0,2
Forquetinha,Forquetinha,,0,3,0,3
Institute Pasteur,Institute Pasteur,,0,2,0,2
Carl Loewe,Carl Loewe,,0,5,0,5
Grover Cleveland,Grover Cleveland,,0,2,0,2
Adhemar Pereira De Barros,Adhemar Pereira De Barros,,0,2,0,2
Navarro-Aragonese,Navarro-Aragonese,,0,2,0,2
History Of The Jews In Colombia,History Of The Jews In Colombia,,0,2,0,2
Lepton,Lepton,,0,2,0,2
"Saúde, Rio De Janeiro","Saúde, Rio De Janeiro",,0,2,0,2
Dircinha Batista,Dircinha Batista,,0,2,0,2
Anti-Slavery International,Anti-Slavery International,,0,4,0,4
"Fernando I, Duke Of Braganza","Fernando I, Duke Of Braganza",,0,6,0,6
Softball In Brazil,Softball In Brazil,,0,2,0,2
Milicja Obywatelska,Milicja Obywatelska,,0,2,0,2
Embraer,Embraer,,0,19,0,19
Roller In-Line Hockey,Roller In-Line Hockey,,0,2,0,2
Agadir Crisis,Agadir Crisis,,0,2,0,2
Pendhā,Pendhā,,0,2,0,2
Santa Bárbara Do Tugúrio,Santa Bárbara Do Tugúrio,,0,4,0,4
Kingdom Of Great Britain,Kingdom Of Great Britain,,0,4,0,4
Federação De Futebol Do Estado Do Espírito Santo,Federação De Futebol Do Estado Do Espírito Santo,,0,2,0,2
Middle Passage (Novel),Middle Passage (Novel),,0,2,0,2
Lebanese Liquidity Crisis,Lebanese Liquidity Crisis,,0,3,0,3
Race And Ethnicity In Guyana,Race And Ethnicity In Guyana,,0,2,0,2
"Albertina, Minas Gerais","Albertina, Minas Gerais",,0,4,0,4
Aleijadinho,Aleijadinho,,0,7,0,7
Nile,Nile,,0,3,0,3
Santa Salete,Santa Salete,,0,2,0,2
Cabo Frio,Cabo Frio,,0,8,0,8
"Jardim Botânico, Rio Grande Do Sul","Jardim Botânico, Rio Grande Do Sul",,0,2,0,2
Illegal Drug Trade,Illegal Drug Trade,,0,4,0,4
Lêdo Ivo,Lêdo Ivo,,0,17,0,17
Tax And Customs Service (Poland),Tax And Customs Service (Poland),,0,2,0,2
Visa (Document),Visa (Document),,0,2,0,2
"Santa Vitória, Minas Gerais","Santa Vitória, Minas Gerais",,0,4,0,4
Immediate Geographic Region Of São Francisco,Immediate Geographic Region Of São Francisco,,0,4,0,4
Cordeiros,Cordeiros,,0,4,0,4
Polysynthetic,Polysynthetic,,0,2,0,2
Earth,Earth,,0,5,0,5
12Th Legislature Of The General Assembly,12Th Legislature Of The General Assembly,,0,6,0,6
Antônio Filipe Camarão,Antônio Filipe Camarão,,0,2,0,2
Telex,Telex,,0,2,0,2
Riqueza,Riqueza,,0,2,0,2
Life Expectancy,Life Expectancy,,0,14,0,14
Subdivisions Of Trinidad And Tobago,Subdivisions Of Trinidad And Tobago,,0,2,0,2
Avante (Political Party),Avante (Political Party),,0,16,0,16
Nova Timboteua,Nova Timboteua,,0,4,0,4
"Massaranduba, Santa Catarina","Massaranduba, Santa Catarina",,0,3,0,3
Socialism And Liberty Party,Socialism And Liberty Party,,0,15,0,15
Federal Center For Technological Education Of Rio De Janeiro,Federal Center For Technological Education Of Rio De Janeiro,,0,3,0,3
Eletrobras,Eletrobras,,0,21,0,21
"Meridiano, São Paulo","Meridiano, São Paulo",,0,2,0,2
Cavineña Language,Cavineña Language,,0,2,0,2
Gustavo Endres,Gustavo Endres,,0,3,0,3
Order Of Prince Henry,Order Of Prince Henry,,0,4,0,4
Itaí,Itaí,,0,3,0,3
Valencian Language,Valencian Language,,0,2,0,2
Wiktionary,Wiktionary,,0,3,0,3
Congress Of Brazil,Congress Of Brazil,,0,9,0,9
1873 In Literature,1873 In Literature,,0,2,0,2
South African Border War,South African Border War,,0,2,0,2
Malta,Malta,,0,8,0,8
Pedras Grandes,Pedras Grandes,,0,3,0,3
Aloísio Magalhães,Aloísio Magalhães,,0,16,0,16
Simplício Rodrigues De Sá,Simplício Rodrigues De Sá,,0,5,0,5
Brazil–United Kingdom Relations,Brazil–United Kingdom Relations,,0,7,0,7
Festival,Festival,,0,5,0,5
Alfredo Stroessner,Alfredo Stroessner,,0,5,0,5
Busójárás,Busójárás,,0,2,0,2
Haredi Judaism,Haredi Judaism,,0,2,0,2
Tieta Of Agreste,Tieta Of Agreste,,0,4,0,4
Spinal Disc Hernia,Spinal Disc Hernia,,0,2,0,2
Kedjenou,Kedjenou,,0,2,0,2
Hellenic Police,Hellenic Police,,0,2,0,2
Submarine Development Program,Submarine Development Program,,0,3,0,3
Capoeira,Capoeira,,0,27,254,281
History Of The Jews In Japan,History Of The Jews In Japan,,0,2,0,2
Monarchy Of China,Monarchy Of China,,0,2,0,2
National Security Service (Armenia),National Security Service (Armenia),,0,2,0,2
Mitsubishi,Mitsubishi,,0,5,0,5
São Francisco De Assis Do Piauí,São Francisco De Assis Do Piauí,,0,2,0,2
Governance Of Brazil,Governance Of Brazil,,0,167,133,300
Geraldo França De Lima,Geraldo França De Lima,,0,14,0,14
At4,At4,,0,3,0,3
Drum Kit,Drum Kit,,0,2,0,2
Francisco Antônio De Salles,Francisco Antônio De Salles,,0,2,0,2
Jean Jacques Machado,Jean Jacques Machado,,0,2,0,2
Limousin Dialect,Limousin Dialect,,0,2,0,2
Moscatel De Setúbal,Moscatel De Setúbal,,0,2,0,2
History Of The Jews In Belarus,History Of The Jews In Belarus,,0,2,0,2
Customs And Excise Division (Trinidad And Tobago),Customs And Excise Division (Trinidad And Tobago),,0,2,0,2
Tuberculosis,Tuberculosis,,0,14,0,14
Aracy De Almeida,Aracy De Almeida,,0,2,0,2
"Auguste De Beauharnais, 2Nd Duke Of Leuchtenberg","Auguste De Beauharnais, 2Nd Duke Of Leuchtenberg",,0,2,0,2
Diogo Nogueira,Diogo Nogueira,,0,2,0,2
